Language_ID	Parameter_ID	Form
rus	7-46	свеча
fra	7-47	étagère
spa	7-47	repisa
deu	7-47	Regal, Bord
rus	7-47	полка
fra	7-48	auge
spa	7-48	batea, artesa
deu	7-48	Trog, Wanne
rus	7-48	желоб для стока воды
fra	7-51	toit
spa	7-51	techo
deu	7-51	Dach
rus	7-51	крыша
fra	7-52	toit de chaume
spa	7-52	techumbre de paja
deu	7-52	Strohdach
rus	7-52	соломенная крыша
fra	7-53	poutre de faïte
spa	7-53	cumbrera
deu	7-53	Firstbalken
rus	7-53	распорка
fra	7-54	poutre
spa	7-54	viga
deu	7-54	Sparren
rus	7-54	стропило, балка
fra	7-55	poutre
spa	7-55	viga
deu	7-55	Balken
rus	7-55	балка, перекладина
fra	7-56	poteau, poutre
spa	7-56	poste
deu	7-56	Pfahl
rus	7-56	столб
fra	7-57	planche
spa	7-57	tabla
deu	7-57	Brett
rus	7-57	доска
fra	7-58	arche
spa	7-58	arco
deu	7-58	Bogen, Gewölbe
rus	7-58	арка
fra	7-61	maçon
spa	7-61	albañil
deu	7-61	Maurer
rus	7-61	каменщик
fra	7-62	brique
spa	7-62	ladrillo
deu	7-62	Ziegel, Ziegelstein, Backstein
rus	7-62	кирпич
fra	7-63	mortier
spa	7-63	argamasa
deu	7-63	Mörtel
rus	7-63	известковый раствор
fra	7-64	adobe
spa	7-64	adobe
deu	7-64	Lehmziegel
rus	7-64	глинобитная постройка
fra	8-11	fermier, paysan
spa	8-11	labrador, ranchero
deu	8-11	Bauer
rus	8-11	фермер
fra	8-12	champ
spa	8-12	campo de cultivo,chacra
deu	8-12	Feld, Acker
rus	8-12	поле (для обработки)
fra	8-13	jardin
spa	8-13	jardín, huerto
deu	8-13	Garten
rus	8-13	сад
fra	8-15	cultiver
spa	8-15	cultivar,labrar
deu	8-15	bebauen, beackern, kultivieren
rus	8-15	возделывать землю
fra	8-16	clôture
spa	8-16	cerco
deu	8-16	Zaun
rus	8-16	забор
fra	8-17	fossé
spa	8-17	zanja
deu	8-17	Graben
rus	8-17	канава, ров
fra	8-21	labourer
spa	8-21	arar
deu	8-21	pflügen
rus	8-21	пахать
fra	8-212	sillon
spa	8-212	surco
deu	8-212	Furche
rus	8-212	пашня, борозда
fra	8-22	creuser
spa	8-22	excavar, cavar
deu	8-22	graben
rus	8-22	кoпать
fra	8-23	bêche
spa	8-23	azada
deu	8-23	Spaten
rus	8-23	лопата
fra	8-24	pelle
spa	8-24	pala
deu	8-24	Schaufel
rus	8-24	лопата, совок
fra	8-25	pioche, houe
spa	8-25	azadón
deu	8-25	Hacke
rus	8-25	мотыга
fra	8-26	fourche
spa	8-26	horqueta
deu	8-26	(Grabe)Gabel, Forke
rus	8-26	вилка, вилы
fra	8-27	râteau
spa	8-27	rastro, rastrillo
deu	8-27	Rechen, Harke
rus	8-27	грабли
fra	8-31	semer
spa	8-31	sembrar, desparramar
deu	8-31	säen
rus	8-31	сеять, засевать
fra	8-311	graine, semence
spa	8-311	semilla
deu	8-311	Same(n)
rus	8-311	семя
fra	8-32	tondre
spa	8-32	segar
deu	8-32	mähen
rus	8-32	косить
fra	8-33	faux,faucille
spa	8-33	hoz, guadaña
deu	8-33	Sichel oder Sense
rus	8-33	серп, коса
fra	8-34	battre le ble
spa	8-34	desgranar
deu	8-34	dreschen
rus	8-34	молотить
fra	8-35	aire de battage
spa	8-35	lugar para trillar
deu	8-35	Tenne
rus	8-35	ток
fra	8-41	récolte
spa	8-41	cosecha
deu	8-41	Ernte
rus	8-41	урожай
fra	8-42	grain
spa	8-42	grano
deu	8-42	Getreide
rus	8-42	зерно (ячмень, овес и др.)
fra	8-43	blé
spa	8-43	trigo
deu	8-43	Weizen
rus	8-43	пшеница
fra	8-44	orge
spa	8-44	cebada
deu	8-44	Gerste
rus	8-44	ячмень
fra	8-45	seigle
spa	8-45	centeno
deu	8-45	Roggen
rus	8-45	рожь
fra	8-46	avoine
spa	8-46	avena
deu	8-46	Hafer
rus	8-46	овес
fra	8-47	maïs
spa	8-47	maíz
deu	8-47	Mais
rus	8-47	кукуруза
fra	8-48	riz
spa	8-48	arroz
deu	8-48	Reis
rus	8-48	рис
fra	8-51	herbe
spa	8-51	hierba, pasto
deu	8-51	Gras
rus	8-51	трава
fra	8-52	foin
spa	8-52	heno,paja
deu	8-52	Heu
rus	8-52	сено
fra	8-53	plante
spa	8-53	planta
deu	8-53	Pflanze
rus	8-53	растение
fra	8-531	planter
spa	8-531	plantar, sembrar
deu	8-531	pflanzen
rus	8-531	выращивать
fra	8-54	racine
spa	8-54	raíz
deu	8-54	Wurzel
rus	8-54	корень
fra	8-55	branche,rameau
spa	8-55	rama
deu	8-55	Ast, Zweig
rus	8-55	ветвь,  ветка
fra	8-56	feuille
spa	8-56	hoja
deu	8-56	Blatt
rus	8-56	лист
fra	8-57	fleur
spa	8-57	flor
deu	8-57	Blume
rus	8-57	цветок
fra	8-6	arbre
spa	8-6	árbol
deu	8-6	Baum
rus	8-6	дерево
fra	8-61	chêne
spa	8-61	roble
deu	8-61	Eiche
rus	8-61	дуб
fra	8-62	hêtre
spa	8-62	haya
deu	8-62	Buche
rus	8-62	бук
fra	8-63	bouleau
spa	8-63	abedul
deu	8-63	Birke
rus	8-63	береза
fra	8-64	pin
spa	8-64	pino
deu	8-64	Kiefer
rus	8-64	сосна
fra	8-65	sapin
spa	8-65	abeto
deu	8-65	Tanne; Fichte
rus	8-65	ель, пихта
fra	8-66	gland
spa	8-66	bellota
deu	8-66	Eichel
rus	8-66	желудь
fra	8-67	vigne
spa	8-67	enredadera,bejuco, liana
deu	8-67	Weinstock, Rebe
rus	8-67	виноградная лоза, ползучее растение
fra	8-68	tabac
spa	8-68	tabaco
deu	8-68	Tabak
rus	8-68	табак
fra	8-69	fumer
spa	8-69	fumar
deu	8-69	rauchen
rus	8-69	курить
fra	8-691	pipe
spa	8-691	pipa
deu	8-691	Pfeife
rus	8-691	трубка
fra	8-72	souche d'arbre
spa	8-72	tocón
deu	8-72	Baumstumpf, Stubben
rus	8-72	пень
fra	8-73	tronc d'arbre
spa	8-73	tronco
deu	8-73	Baumstamm
rus	8-73	ствол дерева
fra	8-74	branche fourchue, fourche
spa	8-74	rama bifurcada
deu	8-74	Astgabel
rus	8-74	ветка с развилкой
fra	8-75	écorce
spa	8-75	corteza
deu	8-75	Rinde, Borke
rus	8-75	кора
fra	8-76	sève
spa	8-76	savia
deu	8-76	Saft
rus	8-76	сок растений
fra	8-81	palmier
spa	8-81	palmera
deu	8-81	Palme
rus	8-81	пальма
fra	8-82	noix de coco
spa	8-82	coco
deu	8-82	Kokosnuss
rus	8-82	кокос
fra	8-83	citrique
spa	8-83	cítrico
deu	8-83	Zitrusfrucht
rus	8-83	цитрусовый фрукт
fra	8-84	banane
spa	8-84	plátana, banana
deu	8-84	Banane
rus	8-84	банана
fra	8-85	banyan
spa	8-85	baniano
deu	8-85	Banyanbaum
rus	8-85	смоковница
fra	8-91	patate douce
spa	8-91	camote,batata
deu	8-91	Süßkartoffel
rus	8-91	батат
fra	8-912	igname
spa	8-912	ñame
deu	8-912	Yams(wurzel)
rus	8-912	батат
fra	8-92	manioc
spa	8-92	mandioca, yuca
deu	8-92	Maniok
rus	8-92	маниока
fra	8-93	calebasse
spa	8-93	calabaza
deu	8-93	Kalebasse
rus	8-93	тыква
fra	8-931	courge, potiron, citrouille
spa	8-931	zapallo, calabaza,calabazo
deu	8-931	Kürbis
rus	8-931	тыква
fra	8-94	bambou
spa	8-94	bambú
deu	8-94	Bambus
rus	8-94	бамбук
fra	8-941	canne à sucre
spa	8-941	caña de azúcar
deu	8-941	Zuckerrohr
rus	8-941	сахарный тростник
fra	8-96	poison a poisson
spa	8-96	veneno (raíz), barbasco
deu	8-96	Fischgift
rus	8-96	рыбий яд (корень)
fra	8-97	ortie
spa	8-97	ortiga
deu	8-97	Nessel
rus	8-97	крапива
fra	8-98	champignon
spa	8-98	hongo, seta
deu	8-98	Pilz
rus	8-98	гриб
fra	9-11	faire
spa	9-11	hacer
deu	9-11	tun
rus	9-11	делать
fra	9-12	travail
spa	9-12	trabajar
deu	9-12	arbeiten
rus	9-12	работать
fra	9-14	plier
spa	9-14	encorvar, doblar
deu	9-14	biegen
rus	9-14	сгибать
fra	9-15	plier
spa	9-15	doblar
deu	9-15	falten
rus	9-15	сворачивать, складывать
fra	9-16	lier
spa	9-16	amarrar, atar
deu	9-16	binden
rus	9-16	связывать
fra	9-161	détacher, délier
spa	9-161	desatar
deu	9-161	losbinden
rus	9-161	развязывать
fra	9-18	chaîne
spa	9-18	cadena
deu	9-18	Kette
rus	9-18	цепь
fra	9-19	corde
spa	9-19	cuerda, soga
deu	9-19	Seil
rus	9-19	веревка
fra	9-192	nœud
spa	9-192	nudo
deu	9-192	Knoten
rus	9-192	узел
fra	9-21	frapper, battre
spa	9-21	golpear
deu	9-21	schlagen
rus	9-21	бить
fra	9-211	marteler de ses poing
spa	9-211	machacar con el puño
deu	9-211	schlagen
rus	9-211	колотить кулуком
fra	9-22	couper
spa	9-22	cortar
deu	9-22	durchschneiden
rus	9-22	резать
fra	9-221	abattre
spa	9-221	tumbar, talar
deu	9-221	fällen
rus	9-221	сокращать
fra	9-222	tailler, couper
spa	9-222	tajar, picar
deu	9-222	hacken
rus	9-222	рубить
fra	9-223	poignarder
spa	9-223	apuñalar
deu	9-223	stechen
rus	9-223	заколоть
fra	9-23	couteau
spa	9-23	cuchillo (herramienta)
deu	9-23	Messer
rus	9-23	нож
fra	9-24	ciseaux
spa	9-24	tijeras
deu	9-24	Schere
rus	9-24	ножницы
fra	9-25	hache
spa	9-25	hacha
deu	9-25	Beil, Axt
rus	9-25	топор
fra	9-251	herminette
spa	9-251	azuela
deu	9-251	Dechsel, Breitbeil
rus	9-251	тесло
fra	9-26	casser,briser
spa	9-26	quebrar
deu	9-26	zerbrechen
rus	9-26	разбить, сломать
fra	9-261	brisé, cassé
spa	9-261	quebrado
deu	9-261	kaputt
rus	9-261	сломанный, разбитый
fra	9-27	fendre
spa	9-27	hender, partir
deu	9-27	spalten
rus	9-27	расколоть
fra	9-28	déchirer
spa	9-28	romper, rasgar
deu	9-28	reißen, zerreißen
rus	9-28	рвать
fra	9-83	statue
spa	9-83	estatua
deu	9-83	Statue
rus	9-83	статуя
fra	9-29	écorcher
spa	9-29	desollar
deu	9-29	häuten, schinden
rus	9-29	сдирать кожу
fra	9-31	frotter
spa	9-31	frotar
deu	9-31	reiben
rus	9-31	стереть
fra	9-32	étendre
spa	9-32	alargar, estirar
deu	9-32	dehnen, strecken, spannen
rus	9-32	тянуть, натягивать
fra	9-33	tirer
spa	9-33	tirar, jalar
deu	9-33	ziehen
rus	9-33	тянуть
fra	9-34	étaler, éparpiller
spa	9-34	extender, esparcir
deu	9-34	ausbreiten, streuen
rus	9-34	разложить, расстилать
fra	9-341	suspendre, accrocher, pendre
spa	9-341	colgar
deu	9-341	aufhängen
rus	9-341	повесить
fra	9-342	presser, appuyer
spa	9-342	apretar,oprimir
deu	9-342	drücken, pressen
rus	9-342	нажимать, давить
fra	9-343	presser
spa	9-343	estrujar,exprimir
deu	9-343	quetschen, wringen
rus	9-343	выжимать
fra	9-35	verser
spa	9-35	vaciar, verter,derramar
deu	9-35	gießen, schütten
rus	9-35	лить, наливать
fra	9-36	laver
spa	9-36	lavar
deu	9-36	waschen
rus	9-36	мыть
fra	9-37	balayer
spa	9-37	barrer
deu	9-37	fegen, kehren
rus	9-37	мести
fra	9-38	balai
spa	9-38	escoba
deu	9-38	Besen
rus	9-38	метла, веник
fra	9-422	outil
spa	9-422	herramienta
deu	9-422	Werkzeug
rus	9-422	инструмент
fra	9-43	charpentier
spa	9-43	carpintero
deu	9-43	Zimmermann
rus	9-43	плотник
fra	9-44	bâtir,construire
spa	9-44	edificar
deu	9-44	bauen
rus	9-44	строить
fra	9-46	percer, perforer
spa	9-46	perforar
deu	9-46	bohren
rus	9-46	сверлить
fra	9-461	creuser
spa	9-461	ahuecar
deu	9-461	aushöhlen
rus	9-461	выдалбливать
fra	9-48	scie
spa	9-48	serrucho, sierra
deu	9-48	Säge
rus	9-48	пила
fra	9-49	marteau
spa	9-49	martillo
deu	9-49	Hammer
rus	9-49	молоток
fra	9-5	clou, ongle
spa	9-5	clavo
deu	9-5	Nagel
rus	9-5	гвоздь
fra	9-56	colle
spa	9-56	cola,adhesivo (pegar)
deu	9-56	Leim
rus	9-56	клей
fra	9-6	forgeron
spa	9-6	herrero
deu	9-6	Schmied
rus	9-6	кузнец
fra	9-61	forger
spa	9-61	fraguar
deu	9-61	schmieden
rus	9-61	ковать
fra	9-62	enclume
spa	9-62	yunque
deu	9-62	Amboss
rus	9-62	наковальня
fra	9-63	mouler
spa	9-63	fundir
deu	9-63	gießen
rus	9-63	отливать в форму (металлы)
fra	9-64	or
spa	9-64	oro
deu	9-64	Gold
rus	9-64	золото
fra	9-65	argent
spa	9-65	plata
deu	9-65	Silber
rus	9-65	серебро
fra	9-66	cuivre
spa	9-66	cobre, bronce
deu	9-66	Kupfer
rus	9-66	медь, бронза
fra	9-67	fer
spa	9-67	hierro
deu	9-67	Eisen
rus	9-67	железо
fra	9-68	plomb
spa	9-68	plomo
deu	9-68	Blei
rus	9-68	свинец
fra	9-69	étain
spa	9-69	estaño
deu	9-69	Zinn, Blech
rus	9-69	(белая) жесть
fra	9-71	potier
spa	9-71	alfarero
deu	9-71	Töpfer
rus	9-71	гончар
fra	9-72	modéler, mouler
spa	9-72	moldear, formar
deu	9-72	formen, bilden
rus	9-72	формовать
fra	9-73	argile,glaise
spa	9-73	barro, arcilla
deu	9-73	Ton, Lehm
rus	9-73	глина
fra	9-74	verre
spa	9-74	vidrio
deu	9-74	Glas
rus	9-74	стекло
fra	9-75	tresser
spa	9-75	tejer, trenzar
deu	9-75	flechten
rus	9-75	ткать
fra	9-76	panier
spa	9-76	canasto, canasta
deu	9-76	Korb
rus	9-76	корзина
fra	9-77	paillet
spa	9-77	estera
deu	9-77	Matte
rus	9-77	коврик, половик
fra	9-771	tapis
spa	9-771	tapete,alfombra
deu	9-771	Teppich
rus	9-771	ковер, плед
fra	9-78	filet
spa	9-78	bolsa de malla
deu	9-78	Netztasche
rus	9-78	сетчатая сумка
fra	9-79	éventail
spa	9-79	abanico
deu	9-79	Fächer
rus	9-79	веер, вентилятор
fra	9-791	s'éventer
spa	9-791	abanicar, aventar
deu	9-791	fächern
rus	9-791	освежать, обмахивать (веером)
fra	9-81	sculpter,graver
spa	9-81	esculpir
deu	9-81	aushauen, ausmeißeln
rus	9-81	вырезать
fra	9-82	sculpteur
spa	9-82	escultor
deu	9-82	Bildhauer
rus	9-82	скульптор
fra	9-84	burin, ciseau däacier
spa	9-84	escoplo, cincel
deu	9-84	Meißel
rus	9-84	резец, долото
fra	9-88	peinture
spa	9-88	pintura
deu	9-88	Farbe
rus	9-88	краска
fra	9-89	peindre
spa	9-89	pintar
deu	9-89	anstreichen
rus	9-89	красить, рисовать (краской)
fra	10-11	mouvoir,bouger
spa	10-11	mover
deu	10-11	bewegen
rus	10-11	двигаться
fra	10-12	retourner
spa	10-12	volcar, dar(se) vuelta
deu	10-12	wenden, umdrehen
rus	10-12	переворачивать(ся)
fra	10-13	se retourner
spa	10-13	dar vuelta, voltear
deu	10-13	drehen
rus	10-13	переворачивать(ся), обернуться
fra	10-14	enrouler
spa	10-14	enrollar,envolver
deu	10-14	wickeln, aufwickeln, einwickeln
rus	10-14	обертывать
fra	10-15	rouler
spa	10-15	rodar, arrollar, enrollar
deu	10-15	wälzen, rollen
rus	10-15	катать, вращать
fra	10-16	laisser tomber
spa	10-16	dejar caer
deu	10-16	fallen lassen
rus	10-16	уронить
fra	10-17	tordre
spa	10-17	torcer
deu	10-17	verbiegen
rus	10-17	скручивать
fra	10-21	monter, se lever
spa	10-21	ascender
deu	10-21	aufstehen, sich erheben, aufsteigen, steigen
rus	10-21	подниматься, восходить
fra	10-22	lever, élever
spa	10-22	levantar
deu	10-22	aufheben, heben
rus	10-22	поднимать
fra	10-23	tomber
spa	10-23	caer
deu	10-23	fallen
rus	10-23	падать
fra	10-24	s'égoutter
spa	10-24	gotear, escurrir
deu	10-24	tropfen
rus	10-24	капать
fra	10-25	jeter
spa	10-25	echar, tirar
deu	10-25	werfen
rus	10-25	бросать
fra	10-252	attraper
spa	10-252	coger
deu	10-252	fangen
rus	10-252	ловить
fra	10-26	secouer,agiter
spa	10-26	sacudir
deu	10-26	schütteln
rus	10-26	трясти
fra	10-32	couler
spa	10-32	fluir, correr
deu	10-32	fließen, rinnen
rus	10-32	течь, литься потоком
fra	10-33	couler
spa	10-33	hundir
deu	10-33	sinken
rus	10-33	погружаться в воду, тонуть
fra	10-34	flotter
spa	10-34	flotar
deu	10-34	schwimmen, treiben
rus	10-34	плыть по поверхности воды
fra	10-35	nager
spa	10-35	nadar
deu	10-35	schwimmen
rus	10-35	плавать
fra	10-351	plonger
spa	10-351	zambullirse
deu	10-351	tauchen
rus	10-351	нырять
fra	10-352	éclabousser
spa	10-352	salpicar
deu	10-352	spritzen
rus	10-352	плескаться
fra	10-36	naviguer
spa	10-36	navegar
deu	10-36	segeln
rus	10-36	плыть под парусом
fra	10-37	voler
spa	10-37	volar
deu	10-37	fliegen
rus	10-37	летать
fra	10-38	souffler
spa	10-38	soplar
deu	10-38	blasen, wehen
rus	10-38	дуть
fra	10-41	ramper
spa	10-41	gatear
deu	10-41	kriechen, schleichen
rus	10-41	ползти
fra	10-412	s'agenouiller
spa	10-412	arrodillarse
deu	10-412	knien
rus	10-412	становиться на колени
fra	10-413	s'accroupir
spa	10-413	agacharse, ponerse en cuclillas
deu	10-413	hocken
rus	10-413	приседать
fra	10-42	glisser
spa	10-42	resbalar
deu	10-42	rutschen, ausrutschen
rus	10-42	скользить
fra	10-43	sauter
spa	10-43	saltar,brincar
deu	10-43	springen
rus	10-43	прыгать
fra	10-431	donner un coup de pied
spa	10-431	patear
deu	10-431	stoßen
rus	10-431	пинать
fra	10-44	danser
spa	10-44	bailar
deu	10-44	tanzen
rus	10-44	танцевать
fra	10-45	marcher
spa	10-45	caminar
deu	10-45	gehen, laufen
rus	10-45	ходить
fra	10-451	boiter
spa	10-451	lisiar
deu	10-451	hinken
rus	10-451	хромать
fra	10-46	courir
spa	10-46	correr
deu	10-46	rennen, laufen
rus	10-46	бежать
fra	10-47	aller
spa	10-47	ir
deu	10-47	gehen, fahren
rus	10-47	идти
fra	10-471	monter
spa	10-471	subir
deu	10-471	hinaufgehen
rus	10-471	подниматься, идти вверх
fra	10-472	grimper
spa	10-472	trepar
deu	10-472	klettern
rus	10-472	подниматься, взбираться
fra	10-473	descendre
spa	10-473	bajar
deu	10-473	hinuntergehen
rus	10-473	спускаться, идти вниз
fra	10-474	sortir
spa	10-474	salir
deu	10-474	hinausgehen
rus	10-474	выходить
fra	10-48	venir
spa	10-48	venir
deu	10-48	kommen
rus	10-48	приходить
fra	10-481	revenir
spa	10-481	volver
deu	10-481	zurückkommen, zurückkehren
rus	10-481	возвращаться
fra	10-49	s'en aller,partir
spa	10-49	irse, marcharse
deu	10-49	weggehen
rus	10-49	уходить
fra	10-491	disparaître
spa	10-491	desaparecer
deu	10-491	verschwinden
rus	10-491	изчезать
fra	10-51	s'enfuir
spa	10-51	huir
deu	10-51	fliehen
rus	10-51	убежать
fra	10-52	suivre
spa	10-52	seguir
deu	10-52	folgen
rus	10-52	следовать
fra	10-53	poursuivre
spa	10-53	perseguir
deu	10-53	verfolgen
rus	10-53	преследовать
fra	10-55	arriver
spa	10-55	llegar, alcanzar
deu	10-55	ankommen, erreichen
rus	10-55	достигать, прибывать
fra	10-56	approcher
spa	10-56	acercarse
deu	10-56	sich nähern, nahen
rus	10-56	приближаться
fra	10-57	entrer
spa	10-57	entrar
deu	10-57	hineingehen, eintreten
rus	10-57	входить
fra	10-61	porter
spa	10-61	llevar, cargar
deu	10-61	tragen
rus	10-61	нести
fra	10-612	porter (dans la main)
spa	10-612	llevar en la mano
deu	10-612	etw. in der Hand tragen
rus	10-612	нести на руках
fra	10-613	porter (sur l'épaule)
spa	10-613	llevar a la espalda/ en el hombro
deu	10-613	etw. auf der Schulter tragen
rus	10-613	нести на плечах
fra	10-614	porter (sur la tête)
spa	10-614	llevar sobre la cabeza
deu	10-614	etw. auf dem Kopf tragen
rus	10-614	нести на голове
fra	10-615	porter (sous le bras)
spa	10-615	llevar bajo el brazo
deu	10-615	etw. unter dem Arm tragen
rus	10-615	нести под мышкой
fra	10-62	apporter, amener
spa	10-62	traer
deu	10-62	bringen, holen
rus	10-62	приносить, привозить
fra	10-63	envoyer
spa	10-63	enviar,mandar
deu	10-63	schicken, senden
rus	10-63	посылать
fra	10-64	mener, conduire
spa	10-64	guiar
deu	10-64	führen, leiten
rus	10-64	вести
fra	10-65	conduire
spa	10-65	conducir
deu	10-65	treiben
rus	10-65	ехать на машине, водить машину
fra	10-66	chevaucher
spa	10-66	montar
deu	10-66	reiten
rus	10-66	ехать верхом
fra	10-67	pousser
spa	10-67	empujar
deu	10-67	stoßen, schieben
rus	10-67	толкать
fra	10-71	route
spa	10-71	carretera
deu	10-71	Weg, Straße
rus	10-71	дорога
fra	10-72	sentier
spa	10-72	camino, senda
deu	10-72	Pfad, Steig
rus	10-72	дорожка, тропинка
fra	10-74	pont
spa	10-74	puente
deu	10-74	Brücke
rus	10-74	мост
fra	10-75	wagon, charrette
spa	10-75	carro, carretón
deu	10-75	Wagen, Karre(n)
rus	10-75	экипаж, телега
fra	10-76	roue
spa	10-76	rueda
deu	10-76	Rad
rus	10-76	колесо
fra	10-77	essieu
spa	10-77	eje
deu	10-77	Achse
rus	10-77	ось
fra	10-78	joug
spa	10-78	yugo
deu	10-78	Joch
rus	10-78	ярмо
fra	10-81	navire,bateau
spa	10-81	buque, barco
deu	10-81	Schiff
rus	10-81	корабль, судно
fra	10-83	bateau
spa	10-83	bote
deu	10-83	Boot
rus	10-83	лодка
fra	10-831	pirogue
spa	10-831	canoa
deu	10-831	Kanu
rus	10-831	каноэ, байдарка
fra	10-832	balancier
spa	10-832	batanga
deu	10-832	Ausleger
rus	10-832	шлюпка с выносными уключинами
fra	10-84	radeau
spa	10-84	balsa
deu	10-84	Floß
rus	10-84	плот
fra	10-85	rame
spa	10-85	remo
deu	10-85	Ruder
rus	10-85	весло
fra	10-851	pagaie
spa	10-851	remo corto
deu	10-851	Paddel
rus	10-851	весло
fra	10-852	ramer
spa	10-852	remar
deu	10-852	rudern
rus	10-852	грести
fra	10-86	gouvernail
spa	10-86	timón
deu	10-86	Steuerruder
rus	10-86	руль
fra	10-87	mât
spa	10-87	mástil
deu	10-87	Mast
rus	10-87	мачта
fra	10-88	voile
spa	10-88	vela
deu	10-88	Segel
rus	10-88	парус
fra	10-89	ancre
spa	10-89	ancla
deu	10-89	Anker
rus	10-89	якорь
fra	10-91	port
spa	10-91	puerto
deu	10-91	Hafen
rus	10-91	гавань, пристань, порт
fra	10-92	atterrir
spa	10-92	desembarcar
deu	10-92	landen
rus	10-92	причаливать, приземляться
fra	11-11	avoir
spa	11-11	tener
deu	11-11	haben
rus	11-11	иметь
fra	11-12	posséder
spa	11-12	poseer
deu	11-12	besitzen
rus	11-12	владеть
fra	11-13	prendre
spa	11-13	tomar
deu	11-13	nehmen
rus	11-13	брать
fra	11-14	saisir, attraper
spa	11-14	agarrar,empuñar,coger
deu	11-14	umfassen
rus	11-14	хватать, схватить
fra	11-15	tenir
spa	11-15	tener (en mano),apoyar, asir
deu	11-15	halten
rus	11-15	держать
fra	11-16	obtenir
spa	11-16	obtener
deu	11-16	bekommen
rus	11-16	получать
fra	11-17	garder,retenir
spa	11-17	conservar
deu	11-17	behalten
rus	11-17	хранить
fra	11-18	chose
spa	11-18	cosa
deu	11-18	Ding
rus	11-18	вещь
fra	11-21	donner
spa	11-21	dar
deu	11-21	geben
rus	11-21	давать
fra	11-22	rendre
spa	11-22	devolver
deu	11-22	zurückgeben
rus	11-22	возвращать
fra	11-24	préserver
spa	11-24	conservar, proteger
deu	11-24	bewahren, erhalten
rus	11-24	сохранять
fra	11-25	sauver
spa	11-25	salvar
deu	11-25	retten
rus	11-25	спасать
fra	11-27	détruire
spa	11-27	destruir
deu	11-27	zerstören
rus	11-27	разрушать
fra	11-28	blesser
spa	11-28	dañar, herir
deu	11-28	beschädigen, verletzen, schaden
rus	11-28	наносить ущерб
fra	11-31	chercher
spa	11-31	buscar
deu	11-31	suchen
rus	11-31	искать
fra	11-32	trouver
spa	11-32	encontrar,hallar
deu	11-32	finden
rus	11-32	находить
fra	11-33	perdre
spa	11-33	perder
deu	11-33	verlieren
rus	11-33	терять
fra	11-34	libérer, lâcher
spa	11-34	soltar
deu	11-34	loslassen
rus	11-34	освободить, отпустить
fra	11-43	argent
spa	11-43	dinero
deu	11-43	Geld
rus	11-43	деньги
fra	11-44	pièce de monnaie
spa	11-44	moneda
deu	11-44	Münze
rus	11-44	монета
fra	11-51	riche
spa	11-51	rico
deu	11-51	reich
rus	11-51	богатый
fra	11-52	pauvre
spa	11-52	pobre
deu	11-52	arm
rus	11-52	бедный
fra	11-53	mendiant
spa	11-53	mendigo
deu	11-53	Bettler
rus	11-53	попрошайка, нищий
fra	11-54	radin,avare
spa	11-54	avaro,mezquino
deu	11-54	geizig, knauserig
rus	11-54	скупой
fra	11-61	prêter
spa	11-61	prestar
deu	11-61	jemandem etwas leihen, borgen
rus	11-61	дать взаймы, одолжать
fra	11-62	emprunter
spa	11-62	pedir prestado
deu	11-62	sich entwas borgen, leihen
rus	11-62	занимать
fra	11-63	devoir
spa	11-63	deber
deu	11-63	schulden
rus	11-63	быть должным
fra	11-64	dette
spa	11-64	deuda
deu	11-64	Schuld(en)
rus	11-64	долг
fra	11-65	payer
spa	11-65	pagar
deu	11-65	(be)zahlen
rus	11-65	платить
fra	11-66	compte
spa	11-66	cuenta
deu	11-66	Rechnung
rus	11-66	счет
fra	11-69	taxe,impôt
spa	11-69	impuesto, tributo
deu	11-69	Steuer
rus	11-69	налог
fra	11-77	louer
spa	11-77	alquilar, emplear
deu	11-77	anstellen, einstellen
rus	11-77	нанимать, брать на прокат
fra	11-78	salaire
spa	11-78	salario, sueldo
deu	11-78	Lohn, Gehalt, Bezahlung
rus	11-78	заработная плата
fra	11-79	gagner
spa	11-79	ganar (dinero)
deu	11-79	verdienen
rus	11-79	зарабатывать
fra	11-81	acheter
spa	11-81	comprar
deu	11-81	kaufen
rus	11-81	покупать
fra	11-82	vendre
spa	11-82	vender
deu	11-82	verkaufen
rus	11-82	продавать
fra	11-83	échanger
spa	11-83	trocar
deu	11-83	handeln oder tauschen
rus	11-83	торговля, обмен
fra	11-84	marchand, commerçant
spa	11-84	comerciante
deu	11-84	Händler, Kaufmann
rus	11-84	купец, торговец
fra	11-85	marché
spa	11-85	mercado
deu	11-85	Markt
rus	11-85	рынок, базар
fra	11-86	boutique, magasin
spa	11-86	tienda
deu	11-86	Laden, Geschäft
rus	11-86	магазин
fra	11-87	prix
spa	11-87	precio
deu	11-87	Preis
rus	11-87	цена
fra	11-88	cher
spa	11-88	caro
deu	11-88	teuer
rus	11-88	дорогой
fra	11-89	bon marché
spa	11-89	barato
deu	11-89	billig
rus	11-89	дешевый
fra	11-91	partager
spa	11-91	repartir
deu	11-91	teilen, verteilen
rus	11-91	разделить, делиться
fra	11-92	peser
spa	11-92	pesar
deu	11-92	wiegen
rus	11-92	взвешивать, весить
fra	12-01	après
spa	12-01	después de
deu	12-01	nach
fra	12-011	derrière
spa	12-011	atrás, detrás de
deu	12-011	hinter
fra	12-02	à côté de
spa	12-02	al lado de
deu	12-02	neben
rus	12-02	рядом, у
fra	12-03	en bas, là-bas
spa	12-03	abajo
