number	level	category	English	Deutsch	Nederlands	Italiano	Esperanto	Novial	Lingwa de Planeta	Sambahsa	Русский
2061	3	Emotion	emotion								
2062	3	Emotion	calm, tranquil [aj]								
2063	2	Emotion	upset, agitated [aj]								
2064	2	Emotion	angry [aj]	zornig	boos, kwaad	collera	kolera	irat (irant)	ira-ney	irat	сердитый
2065	2	Emotion	boring, tedious [aj]	langweilig	saai	noioso	teda, enuiga	enoyant(i), tedant(i), tedivi	enoi-she, tedi-she	plictic	скучный, надоедающий
2066	3	Emotion	care, concern (about someone / something)	Sorge, Kummer	zorg	cura	zorgo	konserna	kuydi	kaur	(по)заботиться
2067	2	Emotion	love [v]	lieben	beminnen, houden van, liefhebben	amare	ami	ama	luba	liubh	любовь
2068	2	Emotion	hate [v]	hassen	haten	odiare	malami	odia	heni	haissen	ненавидеть
2069	3	Emotion	comfort (freedom from pain and/or worry)	Behaglichkeit	gemak, gerief, comfort	benessere [n]	komforto	komforte	byentaa	khauristat	удобство, комфорт
2070	3	Emotion	courage	Mut	moed	coraggio	kuraĝo	kuraje	kuraja	courage	храбрость, мужество
2071	2	Emotion	brave [aj]								
2072	2	Emotion	cowardly [aj]								
2073	2	Emotion	fear (be afraid of) [v]	fürchten	vrezen, bang zijn van	temere	timi	tima, pavora	fobi	bay	бояться
2074	3	Emotion	expect, anticipate (believe that X will come/happen) [v]	erwarten	verwachten, anticiperen	aspettarsi [refl. v]	antaŭsupozi, antaŭvidi	expekta	expekti	exspecte	ожидать, рассчитывать
2075	2	Emotion	hope [v]	hoffen	hopen	sperare	esperi	espera	nadi	speh	надеяться
2076	2	Emotion	worry, anxiety	Sorge	zorg	ansia	ĉagreno, maltrankviliĝo	tormente {?}	nokalmitaa	sweurgh	беспокойство
2077	3	Emotion	satisfaction	Befriedigung, Genugtuung	voldoening, bevrediging	soddisfazione	kontenteco	satisfaktione	satisfakta	satisfaction	удовлетворение
2078	3	Emotion	disappointment	Enttäuschung	teleurstelling	delusione	malkontentiĝo, seniluziiĝo	deseptione	 	deception	разочарование
2079	3	Emotion	regret [v]	Bedauern	spijten, betreuren	rimpiangere	bedaŭri	regreta	afsosi	regret	сожалеть
2080	1	Emotion	happy [aj]	glücklich	vrolijk, opgewekt	felice	feliĉa	felisi	felise	noroct	счастливый
2081	1	Emotion	sad, unhappy, melancholy [aj]	unglücklich	treurig, ongelukkig	triste	malfeliĉa, malgaja, trista	tristi	triste	shi	грустный
2100	3	Behavior	behavior, conduct	Benehmen	gedrag	comportamento, condotta	konduto	konduite	suluka	sulouk	поведение
2101	3	Behavior	pride (proudness; self-respect)	Stolz	trots	orgoglio	fiero, orgojlo	fiereso {*}, fieritate {*}			
2102	3	Behavior	arrogant								
2103	3	Behavior	embarrassment	Verlegenheit	verlegenheid	imbarazzo	embaraso	embaraso	mushkila	embarass	затруднение
2104	3	Behavior	shame	Schande, Scham	schaamte, schande	vergogna	honto	shame	shama	scham	стыд
2106	3	Behavior	serious, earnest, grave [aj]	ernst	ernstig, serieus	serio	serioza	seriosi	seriose	serieus	серьёзный
2107	2	Behavior	funny, comical [aj]	komisch	grappig, komisch	divertente (amusing); comico (which makes to laugh); buffo	amuza, komika	komiki	drole	goil	забавный, смешной
2108	2	Behavior	wise [aj]	weise	wijs	saggio	saĝa	saji	saje	hakime	мудрый
2109	2	Behavior	foolish [aj]	töricht	gek, mal	pazzo (mad); stupido (stupid, silly)	malsaĝa, stulta	folatri {*}	norasum-ney	akmak	неразумный, глупый
2110	3	Behavior	innocent, contra-guilty [aj]	unschuldig	onschuldig	innocente	senkulpa	inosent(i)	inosente	innocent	невинный
2111	3	Behavior	guilty, blame-worthy [aj]	schuldig	schuldig	colpevole	kulpa	blamindi {*}	kulpaful	nocent	виновный
2115	3	Behavior	blame [v]	die Schuld geben	de schuld geven	biasimare	kulpigi	blama	blami	blame	порицать, осуждать
2116	2	Behavior	caution, prudence, carefulness	Vorsicht	voorzichtigheid	attenzione, prudenza, cura	singardo, prudento	kautione	chaukitaa	caution, prudence	осторожность
2117	3	Behavior	celebrate, rejoice [v]	feiern	vieren	festeggiare	festi, celebri	festa	festi	fest	праздновать
2118	3	Behavior	depend on, rely on [v]	abhängen von	afhangen van	dipendere da	dependi de	dependa	dependi fon	depend ud	зависеть от
2119	3	Behavior	enthusiasm, zeal	Begeisterung	ijver, enthousiasme	entusiasmo	entuziasmo	selo	sagarmitaa	enthusiasme	энтузиазм
2120	2	Behavior	forgive, pardon [v]	vergeben	vergeven	perdonare	pardoni	pardona	pardoni	indeulg	прощать
2121	3	Behavior	grateful, thankful [aj]	dankbar	dankbaar	grato	danka	gratitudosi	danki-she	grat	благодарный
2122	2	Behavior	guard, monitor, watch over [v]	bewachen, hüten	hoeden, bewaken	sorvegliare	gardi	garda	gardi	guarde	охранять, беречь, сторожить
2123	2	Behavior	guide, lead [v]	führen	voeren, leiden	condurre	gvidi, konduki	gida, dukte	gidi, dukti	guide, duc	вести
2124	3	Behavior	habit, custom, routine practice	Gewohnheit	gewoonte	abitudine, costume	kutimo	kustome	abyas, tradision	swohd, tradition	привычка, традиция
2125	3	Behavior	jealousy, envy	Eifersucht	jaloezie	invidia (financial); gelosia (romantic)	ĵaluzo, envio	envio	jalusi-she; envi-she	jalous, hassad	ревнивый; завидующий
2126	2	Behavior	lonely (feeling undesirable solitude) [aj]	einsam	eenzaam	solo	soleca	solitari	sole	mon	одинокий
2127	3	Behavior	loyal [aj]	treu	getrouw, trouw	fedele (generic); leale (to a duty, an office...)	fidela, lojala	loyal	fidele	loyal	верный
2128	3	Behavior	mercy	Gnade, Barmherzigkeit	genade, barmhartigheid	compassione	kompato	miserikordia	rahimtaa	mercie	милосердие
2129	2	Behavior	nice, kind, affable [aj]	nett, leutselig	aardig, vriendelijk, minzaam	gentile	afabla	afabli	latif	maedwn	любезный, вежливый
2130	3	Behavior	patience	Geduld	geduld	pazienza	pacienco	patienteso, patientia	sabra	patience	терпение
2131	2	Behavior	pity, feel compassion toward, feel sorry for [v]	bemitleiden	medelijden hebben met	compatire	kompati	pitia	piti	compatt	жалеть
2132	2	Behavior	pretend, act, feign [v]	vorgeben	voorgeven, pretenderen, veinzen	fingere; far finta di	preteksti, ŝajnigi	simula, fikte	simuli	fineg	притворяться
2133	2	Behavior	deserve, merit, be worthy of [v]	verdienen	verdienen	meritare	meriti [vt]	merita	meriti	stahal	заслуживать, быть достойным
2134	2	Behavior	revenge, retribution, getting even	Rache	wraak	vendetta	venĝo	revanche	venja	vengence	месть
2135	3	Behavior	riot	Aufruhr	oproer	rivolta, tumulto	tumulto	{tumultu?}	rebela	oisstand	бунт
2136	3	Behavior	role (an individual's function)	Rolle	rol	ruolo, funzione	rolo	role	ruola	rol	роль
2137	2	Behavior	serve (provide service to) [v]	dienen	dienen	servire	servi [vt]	serva	servi	serve	служить
2138	2	Behavior	surprise, startle [v]	überraschen	verrassen	soprendere	surprizi	surprisa	surprisa	surprise	сюрприз
2139	3	Behavior	tempt [v]	versuchen	verzoeken	"tentare {also means ""to attempt, to try""}"	tenti	tenta	temti	tente	искушать, соблазнять
2140	3	Behavior	tendency, propensity, inclination	Tendenz	neiging	tendenza	emo, tendenco	tendentie	tendensia	tendence	тенденция
2141	2	Behavior	trust [v]	trauen	vertrouwen	confidare in, avere fiducia di	fidi	fida	fidi	treus	доверять
2142	3	Behavior	trend, fad, fashion	Mode	mode	moda	modo, fasono	mode	moda	mode	мода
2143	2	Behavior	trick, chicanery	Schlich, Trick	truc	trucco	trumpo, ruzo, truko		truk	trick, schicane	уловка, увёртка
2150	2	Behavior	agree [v]	übereinstimmung	overeenstemming, akkoord	essere d'accordo, acconsentire	konsenti	konsento {?}	konsenti	samstehm	соглашаться
2151	3	Behavior	cooperate, collaborate [v]	mitwirken	samenwerken	collaborare	kunlabori	koopera, ko-labora	ko-operati, kogun	coopere, collabore	кооперироваться, сотрудничать
2152	3	Behavior	compete, strive, vie [v]	konkurrieren	mededingen	competere	konkurenci	konkura	kompeti, konkuri	spehrd; concurrence	соревноваться; конкурировать
2153	2	Behavior	protect, defend [v]	schützen	beschermen	proteggere, difendere	protekti, defendi	protekte	defensi	defend	защищать
2154	2	Behavior	attack [v]	angreifen	aanvallen	attaccare	ataki	ataka	ataki	attaque	атаковать
2155	1	Behavior	help, assist, aid [v]	helfen	helpen	aiutare	helpi [vt]	helpa	helpi	hehlp	помогать
2156	2	Behavior	interfere, hinder [v]	hindern	hinderen	interferire, intralciare	malhelpi [vt]	hindra	impedi	stamebh, kyehm	мешать, сдерживать, препятствовать
2157	3	Behavior	support [v]	stützen	ondersteunen	sostenere	subteni, apogi [vt]	suporta	suporti	stehm	поддерживать
2158	3	Behavior	oppose [v]								
2159	3	Behavior	compromise	Kompromiss	compromis	compromesso	kompromiso	kompromise	kompromis	compromiss	компромисс
2160	3	Behavior	withstand, endure, remain intact in spite of [v]								
2200	3	Communication	communication (exchange of information)	Nachrichtenwesen	communicatie	comunicazione	(inter)komunikado, komunikaĵo	komuniko, komunikado, komunikatione	komunika	communication	общение
2201	3	Communication	information	Informationen	informatie	"informazione {often used at the plural ""informazioni""}"	informoj, datenoj	information	info, data	info(rmation)	информация, данные
2202	2	Communication	language (the verbal communication technique of a people)	Sprache	taal	lingua, linguaggio	lingvo	lingue	lingwa	lingua	язык
2203	3	Communication	artificial language, constructed language								
2204	2	Communication	meaning (semantic content of a word)	Sinn, Bedeutung	betekenis, zin	significato	signifo	signifikatione {?}	signifa	maynen	значение, смысл
2205	2	Communication	message (batch of transmitted information)	Botschaft	boodschap	messaggio, notizia	komunikaĵo, mesaĝo	mesaje	mesaja	message	послание
2206	3	Communication	record (a cache of information)	Protokoll, Aufzeichnung	dossier, archief, file, opname	registro	registro	registre	rekordi	recorde	записывать
2210	2	Communication	admit, confess [v]	eingestehen, zugeben	bekennen, toegeven	ammettere, confessare	konfesi	konfese	konfesi	confett	признаваться
2211	3	Communication	announce, proclaim [v]	ankündigen	aankondigen	annunciare	anonci	anuntia	anunsi	annunce	объявлять, извещать
2212	2	Communication	ask, inquire [v]	fragen	vragen	domandare	demandi	questiona	kwesti	(s)prehg	спрашивать
2213	2	Communication	call, summon [v]	rufen	roepen, aanroepen	chiamare (call); convocare (summon)	voki, alvoki	voka	voki	kal	звать
2214	3	Communication	criticize [v]	kritisieren	bekritiseren, kritiek hebben op	criticare	kritiki	kritika	kritiki	critique	критиковать
2215	3	Communication	deny (say that X is not true) [v]	leugnen	ontkennen, tegensprechen	negare	nei	deskonfirma {*}	negi	nege	отрицать
2216	3	Communication	describe [v]	beschreiben	beschrijven	descrivere	priskribi	deskripte	deskribi	describ	описывать
2217	2	Communication	discuss, talk about [v]	besprechen	discussieren	discutere	(pri)diskuti	diskuse	diskusi	tolk	обсуждать
2218	3	Communication	emphasize, accentuate, stress [v]	betonen	nadruk leggen op, benadrukken	sottolineare, porre l'accento su	emfazi	"emfasa (""stresa"" is used with reference to syllables in a word)"	aksenti	schaddeih	акцентировать
2219	3	Communication	indicate [v]	anzeigen	duiden op, indiceren, een teken zijn van	indicare	indiki	indika	indiki	deik	указывать
2220	3	Communication	invite [v]	einladen	uitnodigen	invitare	inviti	invita	inviti	invite	приглашать
2221	2	Communication	lie (utter a known falsehood) [v]	lügen	liegen, jokken	mentire	mensogi	mentia	lugi	leugh	лгать
2222	3	Communication	praise, compliment, laud [v]	loben	roemen, loven	lodare	laŭdi	lauda	laudi	laude	хвалить
2223	2	Communication	request, ask for [v]	bitten um, ersuchen	verzoeken, vragen om	chiedere	peti		demandi, pregi	beud, prehg	запрашивать, просить
2224	1	Communication	say, tell, express in words [v]	sagen	zeggen	dire	diri	dikte	shwo	sayg	сказать
2225	2	Communication	speak, talk [v]	sprechen	spreken	parlare	paroli	parla	shwo	bah	говорить
2226	3	Communication	suggest, propose (offer an idea) [v]	vorschlagen	aanraden, voorstellen	suggerire, proporre	sugesti	sugeste, proposi	proposi	proposen	предлагать (идею)
2227	2	Communication	thank (express gratitude toward) [v]	danken	danken	ringraziare	danki	danka	danki	dank	благодарить
2228	2	Communication	warn [v]	warnen	waarschuwen	avvertire	averti		warni	warn	предупреждать
2229	2	Communication	debate, argue (discuss the pros and cons of) [v]								
2240	2	Communication	read [v]	lesen	lezen	leggere	legi	lekte	lekti	leis	читать
2241	2	Communication	write [v]	schreiben	schrijven	scrivere	skribi	skripte	skribi	scrib	писать
2242	3	Communication	symbol, sign, token	Sinnbild	teken, symbool	simbolo	simbolo	simbole, signe	simbol	symbol	символ
2243	3	Communication	alphabet	Alphabet	alfabet	alfabeto	aboco, alfabeto	alfabete	alfabet	alphabet	алфавит
2244	3	Communication	article, essay (piece of text about one topic)	Artikel	artikel	articolo, saggio	artikolo, eseo	artikle	artikla	article	статья
2245	3	Communication	newspaper	Zeitung	krant	giornale	ĵurnalo	jurnale	gaseta	journal	газета
2246	3	Communication	magazine (periodical publication)	Zeitschrift	tijdschrift	periodico	revuo, gazeto, magazino		jurnal	magazine	журнал
2247	3	Communication	issue, edition (of periodical etc.)	Nummer, Ausgabe	uitgave, nummer	numero, fascicolo	numero	kayere	chuka	numer	выпуск, издание (журнала и т.д.)
2248	2	Communication	book	Buch	boek	libro	libro	libre	kitaba	buk	книга
2249	3	Communication	chapter (main division of book)	Kapitel	hoofdstuk	capitolo	ĉapitro	chapitre	chapta	capitel	глава (в книге)
2250	2	Communication	page (one side of a sheet of paper in a book)	Seite	bladzijde	pagina	paĝo	pagine	paja	page	страница
2251	3	Communication	dictionary	Wörterbuch	woordenboek	dizionario, vocabolario	vortaro	lexike	lexikon	dictionar	словарь
2252	3	Communication	note, annotation	Notiz, Anmerkung	aantekening, voetnoot	nota	noto, piednoto	note	nota	note	заметка
2253	3	Communication	list	Verzeichnis	lijst	elenco	listo	liste	lista	liste	список
2254	3	Communication	document	Urkunde	document	documento	dokumento	dokumente	dokumenta	document	документ
2255	3	Communication	file (dossier; loose bundle of documents)	Akte	dossier, file	fascicolo	dosiero, rikordaro		printi	druck	печатать
2256	3	Communication	sign (board with public notice written on it)	Schild	bord, reclamebord	segnale	ŝildo	signe {?}	jaopay	schild	вывеска
2257	3	Communication	print (to copy marks by pressing inked objects on paper) [v]	drucken	drukken	stampare	presi, printi	printa	printi	druck	печатать
2258	3	Communication	diary, journal (notebook of daily experiences and thoughts)								
2260	3	Communication	mail (transmit postally) [v]	abschicken	posten, verzenden	spedire	enpoŝtigi	posta	sendi bay meil	barihd	отправлять почтой
2261	2	Communication	letter (a message written and mailed)	Brief	brief	lettera	letero	letre	leta	brev	письмо
2262	3	Communication	address (postal co-ordinates)	Adresse	adres	indirizzo	adreso, poŝtadreso	adrese	adres	adresse	адрес
2265	2	Communication	pen (writing tool that uses ink)	Feder	pen	penna	plumo	plume	bolkalam	kalem	авторучка
2266	3	Communication	pencil, crayon (writing tool that uses semi-solid substance)	Bleistift	potlood	matita	krajono	krayone	kalam	molive	карандаш
2267	3	Communication	stylus	Nadel	schrijfstift	stilo (ancient writing instrument), puntina (of a grammophone)	grifelo		 	ak	 
2270	3	Communication	advertisement	Anzeige, Reklame	advertentie, reklame	pubblicità	reklamo, reklamaĵo	anonse	reklama	reclame	реклама
2271	3	Communication	advice	Rat	raad, advies	consiglio	konsilo	avise	konsila	radh	совет
2272	2	Communication	answer, reply to a question or argument	Antwort	antwoord	rispondere	respondo	respondo	jawabi	antwehrd	отвечать
2273	3	Communication	claim, assertion (statement of unknown accuracy)	Behauptung	bewering	asserzione (generic), pretesa (presumably false)	aserto	asertione	aserta	ischbat	утверждение
2274	3	Communication	command, order, directive	Befehl	bevel, opdracht	comando	komando, ordono	komanda [v]	komanda	commanden	команда, приказание
2275	3	Communication	history (organized account of past events), chronicle	Geschichte	geschiedenis	storia	historio	historie	historia	historia	история
2276	3	Communication	insult	Beleidigung	belediging	insultare, offendere	insulto, ofendo	insulta	 	hakara	оскорбление
2277	3	Communication	news, tidings	Nachricht	nieuws, tijding	notizie	novaĵoj, informoj		novas	novs	новости
2278	3	Communication	promise (a claim about one's future actions), pledge	Versprechen	belofte, afspraak	promessa	promeso	promiso	wada	promiss	обещание
2279	3	Communication	protest, objection	Protest	protest	obiezione	protesto	protesto	protesta	protest	протест
2280	2	Communication	question, query	Frage	vraag	domanda	demando	questione	kwesta	question	вопрос
2282	3	Communication	chart, diagram	Karte	kaart, diagram	schema	diagramo	diagrame	diagrama	diagramme	диаграмма
2283	2	Communication	map (drawing of planet's surface)	Landkarte	landkaart	carta, mappa	mapo	mape (given in parentheses), karte	karta	map	карта (геогр.)
2284	3	Communication	photograph	Photo	foto(grafie)	fotografia	foto, fotograf(aĵ)o	fotografure	foto	photo	фотография
2285	2	Communication	voice	Stimme	stem	voce	voĉo	voise	vos	voc	голос
2286	3	Communication	consonant (non-vowel)	Mitlaut	medeklinker, consonant	consonante	konsonanto	konsonante	 	consonn	согласный (не гласный)
2287	3	Communication	vowel	Selbstlaut, Vokal	klinker	vocale	vokalo	vokale	 	voyel	гласный (не согласный)
2288	3	Communication	syllable	Silbe	lettergreep, syllabe	sillaba	silabo	silabe	silaba	syllab	слог
2289	1	Communication	word	Wort	woord	parola	vorto	vorte {1928 version}, vorde {1930 version}, vokable	worda	werd	слово
2290	3	Communication	sentence (of words)	Satz	zin	frase	frazo	satse	frasa	phrase	предложение
2291	3	Communication	vocabulary (sum of words available to a person/people)	Wortschatz	woordenschat, vocabulaire	lessico, vocabolario	vortprovizo	vokablaro	lexika	vocabular	словарный запас, лексика
2292	3	Communication	grammar (rules and structure of a language)	Grammatik	grammatica	grammatica	gramatiko	gramatike	gramatika	grammatic	граматика
2293	2	Communication	name	Name	naam	nome	nomo	nome	nam	nam	имя
2294	3	Communication	fact (undisputed datum)	Tatsache	feit	fatto, dato	fakto	faktu(m)	fakta	fact	факт
2295	3	Communication	label	Etikett	label, etiket	etichetta	etikedo		etiketa	citel	ярлык, этикетка
2296	3	Communication	quote, cite [v]	zitieren	citeren	citare	citi	sita	sitati	cite	цитировать
2297	2	Communication	secret [aj]	geheim	geheim	segreto	sekreta	sekret(i)	sekret-ney	secret	секретный
2298	3	Communication	code (cryptographic system)	Chiffreschrift, Geheimschrift	geheimtaal, code	"cifra {also means ""digit""}"	ĉifro, kodo	kode	kod	code	код
2299	3	Communication	Internet								
2300	2	Game	play, recreate, frolic [v]	spielen, Spass machen	spelen	giocare	ludi [vi]	luda	plei	leik	играть
2301	3	Game	toy, plaything	Spielzeug	speelgoed	giocattolo	ludilo	ludilo	pleika	leuyk	игрушка
2302	3	Game	doll	Puppe	pop	bambola	pupo	pupee			
2303	3	Game	kite								
2310	3	Art	art (creative craft; productive use of talent)	Kunst	kunst	arte	arto	arte			
2311	3	Art	artist								
2312	3	Art	painting								
2315	2	Art	music	Musik	muziek	musica	muziko	musike	musika	music	музыка
2316	3	Art	musician								
2317	2	Sound	sing [v]	singen	zingen	cantare	kanti	kanta	gani	sehngv	петь
2318	3	Sound	concert								
2320	2	Sound	bell	Glocke	bel	campana	sonorilo	kloche	glok	clock	колокол
2321	2	Sound	drum (hollow musical instrument beaten with sticks or hands)	Trommel	trom, drum	tamburo	tamburo	tambure	tambur	tambur	барабан
2322	2	Sound	guitar	Gitarre	gitaar	chitarra	gitaro	gitare			
2323	2	Sound	horn (makes noise when blown)	Horn, Hupe	claxon	corno	korno, latuninstrumento	korne	korna	horn	рог
2324	2	Sound	piano								
2330	3	Sound	orchestra								
2340	3	Art	poem	Gedicht	gedicht	poesia	poemo	poeme	poema	poeme	поэма
2341	3	Art	poet								
2342	3	Art	fiction	Dichtung	verdichting, roman	storia (invented story or statement); narrativa (literary genre)	fikcio	fiktione	fiktia	fiction	фикция, вымысел
2343	2	Art	story	Geschichte	verhaal, verslag	storia, racconto	raporto, rakonto	rakonte			
2344	3	Art	novel								
2345	3	Art	actor								
2346	3	Art	play (performed by actors on stage), drama	Stück, Drama	toneelstuk, drama	rappresentazione teatrale	teatraĵo	drama(te)	pyesa, drama	piece, drame	пьеса, драма
2347	3	Art	movie, motion picture	Film	film	film	kino, kinofilmo		kino	film	кино
2348	3	Art	television programme, TV show								
2349	3	Art	comedy								
2350	3	Art	drama								
2351	3	Art	mystery	Mysterium	mysterie	mistero	mistero	misterie	misteria	mysteir	тайна, загадка
2352	3	Art	animated cartoon								
2355	2	Game	game (a rule-governed system of competitive amusement)	Spiel	spel	gioco	ludo	lude	geim	leik	игра
2356	3	Game	game, match (one particular encounter between competitors)	Partie	wedstrijd, manche, kamp	partita (more generic); incontro (used for some sports)	matĉo, partio	mache	mach	ernu; match	матч
2357	3	Game	athletics (games involving physical skill), sports	Athletik	atletiek	sport	sportoj	{atleti ludes?}	atletika	athletique	атлетика
2358	3	Game	athlete								
2359	3	Game	tournament								
2360	3	Game	champion								
2361	3	Game	coach (one who directs athletes)								
2363	3	Game	score (the tally of points in a competition)	Punktzahl	score	punteggio	poentaro		puntanamba	score	счёт
2364	3	Game	umpire, referee, official	Schiedsrichter	scheidsrechter	arbitro	juĝanto, arbitracianto	arbitrere	judista	arbitrager	судья
2365	2	Game	ball (spheroidal plaything)	Ball	bal	palla	pilko	bule	bol	ball	мяч
2366	2	Game	win (triumph in a competition) [v]								
2367	2	Game	lose (be defeated in a competition) [v]								
2368	3	Game	tie (having the same score as opponent)								
2369	3	Game	defeat, beat (cause to lose) [v]								
2370	3	Game	baseball	Baseball	honkball	baseball	basbalo, basbalpilko		besbol	baseball	бейсбол
2371	3	Game	bat (ball-hitting tool in baseball)								
2372	3	Game	pitcher (in baseball)								
2373	3	Game	catcher (in baseball)								
2380	3	Game	basketball	Korbball	basketball	pallacanestro	korbopilko		basketabol	basquetball	баскетбол
2381	3	Game	football (association f~), soccer	Fussball	voetbal	calcio	futbalo		futbol	football	футбол
2382	3	Game	goalkeeper								
2383	3	Game	football (American/tackle f~)			calcio	usona piedpilkludo		usa-ney futbol	tackel football	американский футбол
2384	3	Game	gymnastics	Gymnastik	gymnastiek	ginnastica	gimnastiko	gimnastike	gimnastika	gymnastique	гимнастика
2385	3	Game	hockey	Hockey	hockey	hockey	hokeo		hokey	hockey	хоккей
2386	3	Game	tennis	Tennis	tennis	tennis	teniso	tenise	tenis	tennis	теннис
2387	3	Game	golf								
2388	3	Game	ski	Schi	ski	sci	skiilo, skio	ski	ski	ski	лыжа
2389	3	Game	pool, billiards	Billiard	biljart	biliardo	bilardo	biliarde	biliar	billiard	биллиард
2390	3	Game	chess	Schach	schaak	scacchi {plural only}	ŝako	shake	shahmat	schakh	шахматы
2391	3	Game	pawn (chesspiece)								
2392	3	Game	rook (chesspiece)								
2393	3	Game	knight (chesspiece)								
2394	3	Game	bishop (chesspiece)								
2395	3	Game	queen (chesspiece)								
2396	3	Game	king (chesspiece)								
2397	3	Game	checkmate								
2402	1	Identity	same, identical [aj]	selbe, gleich	zelfde	uguale	sama	sam(i), identi	same	sam	тот же самый
2404	2	Identity	equal [aj]	gleich	gelijk	uguale (equal); pari (at the same level)	egala	egal(i)	egale	egal	равный
2406	2	Identity	similar [aj]	ähnlich	soortgelijk	simile	simila	simil(i)	simile	simil(ar)	похожий
2408	1	Identity	different [aj]	verschieden	verschillend	diverso, differente	malsama, malsimila	diferanti	farka-ney	different	отличный, разный
2410	1	Identity	other, another [aj/pn]	andere	ander, andere	altro	alia	altri [aj], altre(-o, -a) [pn]	otre	alter/alyo	другой
2412	2	Identity	change (become/make different), vary [v]	verändern	veranderen	cambiare [vt and vi]	ŝanĝi [vt], ŝanĝiĝi [vi], varii	chanja	shanji	change	менять(ся)
2414	3	Identity	imitate, mimic [v]	nachmachen	nabootsen	imitare	imiti	imita, mima	imitati	imite	имитировать
2416	3	Identity	original, non-imitative [aj]	ursprünglich	oorspronkelijk	originale	originala	original	original-ney	original	подлинный, оригинальный
2418	3	Identity	prototype, exemplar, archetype	Urbild	prototype, model	modello, prototipo	prototipo	exemplere, modele	prototip	prototype	прототип
2420	3	Identity	copy (a duplicate)	Nachbildung, Duplikat	copie	copia	kopio, ekzemplero	kopie, duplikate	kopia	copie	копия
2422	3	Identity	model (small or simplified copy of something)								
2424	2	Identity	seem, appear to be, give the impression of [v]	scheinen	schijnen, lijken	sembrare	ŝajni	sembla	sembli	kwehk	казаться
2426	2	Identity	resemble [v]								
2428	3	Identity	common, general (shared by all members of a group) [aj]	allgemein, gemeinsam	gemeen	comune	komuna	komun(i)	komune	commun	общий
2430	3	Identity	specific, special, particular [aj]	besonder, einzeln	bijzonder	specifico (which makes different); speciale (peculiar trait)	specifa, aparta	special, partikulari	spesiale	special	специальный, частный
2432	3	Identity	represent (act as a substitute for) [v]	vertreten	voorstellen	rappresentare	reprezenti, anstataŭi [vt]	representa	representi	represente	представлять
2434	3	Identity	substitute, surrogate (temporary replacement)	Stellvertreter	substituut, surrogaat	surrogato	provizora anstataŭaĵo, anstataŭanto	substitute (-o, -a)	substitut	substitut	субститут, суррогат
2436	3	Identity	replacement (permanent substitute/substitution)	Ersatz	vervanging	ricambio (a thing), sostituto (a person)	porĉiama anstataŭaĵo, anstataŭulo	remplasere {*}	replasa	taysa	замена
2438	3	Identity	relationship, association	Beziehung	verwantschap	relatione	rilato	relato	relata	relation	отношение
2440	3	Identity	reciprocal (done to each other) [aj]	gegenseitig	wederzijdsch	reciproco, mutuo	reciproka	mutual	mutuale	mutual	взаимный
2442	3	Identity	consist of, be composed of [v]	bestehen aus	bestaan in	essere composto di, essere fatto di	konsisti el	konsista ek	komponi aus	consist ex	состоять из
2444	3	Identity	version								
2500	2	Number	zero [num]	Null	nul	zero	nulo	sero	nol	zero	ноль
2501	0	Number	one [num]	eins	een	uno	unu	un, uni (emphatic)	un	oin	один
2502	1	Number	two [num]	zwei	twee	due	du	du	dwa	dwo	два
2503	1	Number	three [num]	drei	drie	tre	tri	tri	tri	tri	три
2504	1	Number	four [num]	vier	vier	quattro	kvar	quar	char	quar	четыре
2505	1	Number	five [num]	funf	vijf	cinque	kvin	sink	pet	penk(we)	пять
2506	1	Number	six [num]	sechs	zes	sei	ses	six	sit	six	шесть
2507	1	Number	seven [num]	sieben	zeven	sette	sep	sep {1928 version}, set {1930 version}	sem	sept(a)	семь
2508	1	Number	eight [num]	acht	acht	otto	ok	ok {1928 version}, ot {1930 version}	ot	oct(o)	восемь
2509	1	Number	nine [num]	neun	negen	nove	naŭ	nin	nin	nev	девять
2510	2	Number	ten [num]	zehn	tien	dieci	dek	dek	shi	dec	десять
2515	2	Number	hundred [num]	hunderd	honderd	cento	cent	sent	sto	cent(om)	сто
2520	2	Number	thousand [num]	tausend	duizend	mille	mil	mil	mil	mil	тысяча
2525	3	Number	million [num]	Million	millioen	milione	miliono	milione	milion	million	миллион
2530	1	Number	half (1/2) [num]	halb	helft	metà , mezzo	duono	duime	haf	dwodel	половина
2541	2	Number	first [num]								
2542	2	Number	second [num]								
2551	1	Number	once (occurring one time; for one iteration) [av]								
2552	1	Number	twice (happening two times; for two iterations) [av]								
2600	2	Quantity	quantity (amount / number / magnitude)	Menge, Quantität	kwantiteit	quantità	kvanto	quantitate	kwantitaa	quantitat	количество
2601	2	Quantity	number, numeral (a word or symbol indicating quantity)	Nummer, Zahl	nummer, getal	numero	numeralo, numero, cifero	nombre	namba, sifra	numer, ciffer	число, цифра
2602	3	Quantity	count, enumerate [v]	zählen	tellen	contare	nombri	konta	konti	conte, lehg	считать
2603	3	Quantity	ratio, rate, proportion	Verhältnis	verhouding	rapporto	racio, proporcio	proportione	proporsion	ratio, proportion	пропорция
2610	3	Quantity	measure [v]	messen	meten	misurare	mezuri	mesura	meji	meid	измерять
2611	3	Quantity	liter								
2612	3	Quantity	kilogram								
2613	3	Quantity	meter (S.I. unit of length)								
